Бренд,продукция,категория,префикс,номер,суффикс,Аналог,d_mm,D_mm,B_mm,T_mm,C_mm,W_mm,r1r2_min_mm,r3r4_min_mm,a_mm,d_inch,D_inch,B_inch,T_inch,C_inch,spindle_A_mm,spindle_B_mm,spindle_B1_mm,axb,interface,spindle_head,C,D_x_L,G,F,keyway,shaft_d_mm,thread_e,rpm,max_speed_rpm,mass_kg,static_400C_kN,static_20C_kN,screw_class,note_raw,raw,source_site,source_url,source_brand,source_page,scraped_at_utc,номер_исходный,parse_strategy,parse_conflict,stage2_enriched,обозначение_полное,quality
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,6,52624,ЛМ,NU2324M/P6Q+HJ2324,,2324.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-52624ЛМ [APROM] NU2324M/P6Q+HJ2324,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,6-52624ЛМ,gost_hyphen,,yes,6 52624 ЛМ (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,30,52626,ЛМ2,NU2326ECMA/C4+H2326,,2326.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,30-52626ЛМ2 [APROM] NU2326ECMA/C4+H2326,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,30-52626ЛМ2,gost_hyphen,,yes,30 52626 ЛМ2 (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,52626,М,NU2326EC+HJ2326,,2326.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,52626М [APROM] NU2326EC+HJ2326,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,52626М,suffix_inline,,yes,52626 М (SKF),NO_DIMS
ГПЗ-4,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,RNU,1021,MA,292121Л1,,105.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,292121Л1 [ISO] RNU1021MA,,,,,,1021,unchanged,,yes,RNU 1021 MA (ГПЗ-4),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61812,/P6S1HW,6-1000812ЮТ,190.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000812ЮТ [ISO] 61812/P6S1HW,,,,,,61812,unchanged,,yes,61812/P6S1HW (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61812,/P53HWS,75-1000812ЮТ,190.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,75-1000812ЮТ [ISO] 61812/P53HWS,,,,,,61812,unchanged,,yes,61812/P53HWS (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61812,/P54HWS,85-1000812Ю3Т,190.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,85-1000812Ю3Т [ISO] 61812/P54HWS,,,,,,61812,unchanged,,,61812/P54HWS (SKF),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ ЧЕТЫРЕХТОЧЕЧНЫЙ,QJ,1026,P63,76-276126Л,,130.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,76-276126Л [ISO] QJ1026P63,,,,,,1026,unchanged,,yes,QJ 1026 P63 (ГПЗ-4),NO_DIMS
SKF,Подшипник,,ADR.WAY,5,/P6S1,6-1000095ЮТ,95.0,170.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000095ЮТ [ISO] ADR.WAY5/P6S1,,,,,,5,unchanged,,,ADR.WAY 5/P6S1 (SKF),NO_CAT
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61812,/P5S1HW,5-1000812ЮТ,190.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000812ЮТ [ISO] 61812/P5S1HW,,,,,,61812,unchanged,,yes,61812/P5S1HW (SKF),NO_DIMS
SKF,Подшипник,,Y,5,/N,1000095,95.0,170.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000095 [ISO] Y5/N,,,,,,5,unchanged,,,Y 5/N (SKF),NO_CAT
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,ADR.AY,6,/P4,4-1000096,,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000096 [ISO] ADR.AY6/P4,,,,,,6,unchanged,,yes,ADR.AY 6/P4 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,ADR.WAY,6,/P5S1,5-1000096ЮТ,,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000096ЮТ [ISO] ADR.WAY6/P5S1,,,,,,6,unchanged,,yes,ADR.WAY 6/P5S1 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,ADR.WAY,7,/P4S1,4-1000097ЮТ,,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000097ЮТ [ISO] ADR.WAY7/P4S1,,,,,,7,unchanged,,yes,ADR.WAY 7/P4S1 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,ADR.AY,7,/P4,4-1000097,,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000097 [ISO] ADR.AY7/P4,,,,,,7,unchanged,,yes,ADR.AY 7/P4 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,ADR.WAY,7,/P5S1,5-1000097ЮТ,,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000097ЮТ [ISO] ADR.WAY7/P5S1,,,,,,7,unchanged,,yes,ADR.WAY 7/P5S1 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,ADR.AY,7,/P5,5-1000097,,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000097 [ISO] ADR.AY7/P5,,,,,,7,unchanged,,yes,ADR.AY 7/P5 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,ADR.WAY,7,/P6S1,6-1000097ЮТ,,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000097ЮТ [ISO] ADR.WAY7/P6S1,,,,,,7,unchanged,,yes,ADR.WAY 7/P6S1 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,ADR.AY,7,/P6,6-1000097,,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000097 [ISO] ADR.AY7/P6,,,,,,7,unchanged,,yes,ADR.AY 7/P6 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61806,/P6,6-1000806,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000806 [ISO] 61806/P6,,,,,,61806,unchanged,,,61806/P6 (SKF),OK
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61806,,7-1000806,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,7-1000806 [ISO] 61806,,,,,,61806,unchanged,,,61806 (SKF),OK
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,305А,1,Е,6305TVH,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,305А1Е [APROM] 6305TVH,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,305А1Е,complex_prefix_inline,,yes,305А 1 Е (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,209К,5,,,95.0,170.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,209К5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,209К5,complex_prefix_inline,,yes,209К 5 (ГПЗ-20),NO_ANALOG
ГПЗ-1,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,8,3980,,,60.0,60.325,30.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,8-3980,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=1,1,,2026-02-09T13:48:50Z,8-3980,gost_hyphen,,yes,8 3980 (ГПЗ-1),NO_ANALOG
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61892,/C3,70-1000892,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,70-1000892 [ISO] 61892/C3,,,,,,61892,unchanged,,,61892/C3 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61892,MA/P64,86-1000892У,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,86-1000892У [ISO] 61892MA/P64,,,,,,61892,unchanged,,yes,61892 MA/P64 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61892,,1000892,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000892 [ISO] 61892,,,,,,61892,unchanged,,yes,61892 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61892,MA/P6,6-1000892У,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000892У [ISO] 61892MA/P6,,,,,,61892,unchanged,,yes,61892 MA/P6 (SKF),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,180500КС17Ш,1,,62200-2RS1/Q6LG,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,180500КС17Ш1 [APROM] 62200-2RS1/Q6LG,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,180500КС17Ш1,complex_prefix_inline,,yes,180500КС17Ш 1 (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,280114С,23,,,3.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,280114С23,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,280114С23,complex_prefix_inline,,yes,280114С 23 (ГПЗ-18),NO_ANALOG
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P6,6-1000907,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000907 [ISO] 61907/P6,,,,,,61907,unchanged,,yes,61907/P6 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P6Q6,6-1000907,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000907 [ISO] 61907/P6Q6,,,,,,61907,unchanged,,yes,61907/P6Q6 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,,7-1000907Е,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,7-1000907Е [ISO] 61907,,,,,,61907,unchanged,,yes,61907 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/C4HW,70-1000907Ю1,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,70-1000907Ю1 [ISO] 61907/C4HW,,,,,,61907,unchanged,,,61907/C4HW (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P64HWS,86-1000907Ю2Т,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,86-1000907Ю2Т [ISO] 61907/P64HWS,,,,,,61907,unchanged,,yes,61907/P64HWS (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/HW,1000907Ю,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000907Ю [ISO] 61907/HW,,,,,,61907,unchanged,,yes,61907/HW (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P4,4-1000907У1,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000907У1 [ISO] 61907/P4,,,,,,61907,unchanged,,yes,61907/P4 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P5,5-1000907,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000907 [ISO] 61907/P5,,,,,,61907,unchanged,,yes,61907/P5 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P64HWS2,86-1000907Ю2Т,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,86-1000907Ю2Т [ISO] 61907/P64HWS2,,,,,,61907,unchanged,,yes,61907/P64HWS2 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,TN9,1000907Е,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000907Е [ISO] 61907TN9,,,,,,61907,unchanged,,yes,61907 TN9 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61907,/P6S1HW,6-1000907ЮТ,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000907ЮТ [ISO] 61907/P6S1HW,,,,,,61907,unchanged,,yes,61907/P6S1HW (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,MA/P2,2-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,2-1000928Л [ISO] 61928MA/P2,,,,,,61928,unchanged,,yes,61928 MA/P2 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,MA,4-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000928Л [ISO] 61928MA,,,,,,61928,unchanged,,yes,61928 MA (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,MA/P6,6-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000928Л [ISO] 61928MA/P6,,,,,,61928,unchanged,,yes,61928 MA/P6 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,MA/P63,76-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,76-1000928Л [ISO] 61928MA/P63,,,,,,61928,unchanged,,yes,61928 MA/P63 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,,1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000928Л [ISO] 61928,,,,,,61928,unchanged,,yes,61928 (SKF),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46204,А,7204ACJ,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46204А [APROM] 7204ACJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46204А,suffix_inline,,yes,46204 А (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46204,К,7204ACJ,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46204К [APROM] 7204ACJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46204К,suffix_inline,,yes,46204 К (ГПЗ-18),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,MA/C3,70-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,70-1000928Л [ISO] 61928MA/C3,,,,,,61928,unchanged,,,61928 MA/C3 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,MA/C4,70-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,70-1000928Л [ISO] 61928MA/C4,,,,,,61928,unchanged,,,61928 MA/C4 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61928,M/C3,76-1000928Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,76-1000928Л [ISO] 61928M/C3,,,,,,61928,unchanged,,yes,61928 M/C3 (SKF),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46202,А,7202ACJ,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46202А [APROM] 7202ACJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46202А,suffix_inline,,yes,46202 А (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46202,АК,7202ACJ,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46202АК [APROM] 7202ACJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46202АК,suffix_inline,,yes,46202 АК (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,36318,АКЛ,7318C/P6,,90.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-36318АКЛ [APROM] 7318C/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,6-36318АКЛ,gost_hyphen,,yes,6 36318 АКЛ (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,36318,Л,7318C/P6,,90.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-36318Л [APROM] 7318C/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,6-36318Л,gost_hyphen,,yes,6 36318 Л (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46303,А,7303A,,17.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46303А [APROM] 7303A,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46303А,suffix_inline,,yes,46303 А (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46114,Л,7014ACMA,,70.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46114Л [APROM] 7014ACMA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46114Л,suffix_inline,,yes,46114 Л (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46115,Л,7015ACDMA/P6,,75.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46115Л [APROM] 7015ACDMA/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,6-46115Л,gost_hyphen,,yes,6 46115 Л (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46115,А,7015ACJ,,75.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46115А [APROM] 7015ACJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46115А,suffix_inline,,yes,46115 А (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46115,АЛ,7015ACMA,,75.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46115АЛ [APROM] 7015ACMA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46115АЛ,suffix_inline,,yes,46115 АЛ (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46117,Л,7017ACMA,,85.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46117Л [APROM] 7017ACMA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46117Л,suffix_inline,,yes,46117 Л (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46118,Л,7018ACMA/P6,,90.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46118Л [APROM] 7018ACMA/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,6-46118Л,gost_hyphen,,yes,6 46118 Л (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46118,,7018ACJ/P6,,90.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46118 [APROM] 7018ACJ/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,6-46118,gost_hyphen,,yes,6 46118 (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46111,,7011ACD,,55.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46111 [APROM] 7011ACD,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46111,unchanged,,yes,46111 (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46120,Л,7020ACMB/P6,,100.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46120Л [APROM] 7020ACMB/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,6-46120Л,gost_hyphen,,yes,6 46120 Л (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46120,А,7020ACJ,,100.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46120А [APROM] 7020ACJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46120А,suffix_inline,,yes,46120 А (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46120,АЕ,7020ACD,,100.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46120АЕ [APROM] 7020ACD,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46120АЕ,suffix_inline,,yes,46120 АЕ (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46120,АЛ,7020ACMB,,100.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46120АЛ [APROM] 7020ACMB,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46120АЛ,suffix_inline,,yes,46120 АЛ (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46115,,7015FCJ,,75.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46115 [APROM] 7015FCJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,46115,unchanged,,yes,46115 (ГПЗ-18),NO_DIMS
ГПЗ-18,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,306К,3,,6306,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,306К3 [APROM] 6306,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=18,18,,2026-02-09T13:48:50Z,306К3,complex_prefix_inline,,yes,306К 3 (ГПЗ-18),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61932,MB/P4,4-1000932Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000932Л [ISO] 61932MB/P4,,,,,,61932,unchanged,,yes,61932 MB/P4 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61932,MA/P5,5-1000932Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000932Л [ISO] 61932MA/P5,,,,,,61932,unchanged,,yes,61932 MA/P5 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61932,MA/P6,6-1000932Л,160.0,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000932Л [ISO] 61932MA/P6,,,,,,61932,unchanged,,yes,61932 MA/P6 (SKF),NO_DIMS
